gender,age,occupation,zip_code,user_id
M,50,20,06033,5888
M,35,20,77008,5889
M,18,4,55404,5890
M,45,2,10920,5891
M,25,7,02139,5892
M,35,0,70748,5893
M,25,1,43026,5894
M,25,0,60657,5895
M,25,20,02152,5896
F,18,0,02143,5897
M,35,17,30024,5898
M,25,7,60628,5899
F,35,7,92075,5900
M,50,16,77079,5901
M,25,11,06851,5902
F,45,12,954025,5903
F,35,20,78006,5904
F,18,4,19803,5905
M,25,2,11217,5906
M,25,4,19711,5907
M,18,20,91330,5908
F,45,20,10033,5909
F,25,17,80301,5910
M,25,1,77064,5911
F,18,0,47901,5912
M,35,2,91344,5913
M,18,4,58102,5914
M,50,20,48230,5915
F,50,1,94550,5916
M,25,12,55105,5917
M,18,0,47933,5918
F,25,1,05401,5919
M,25,6,15146,5920
M,56,3,94561,5921
M,25,7,05401,5922
M,35,0,55417,5923
F,25,0,90035-4444,5924
F,50,7,65712,5925
M,35,14,10003,5926
M,45,1,14760,5927
F,35,0,33607,5928
F,35,17,78681,5929
F,18,7,94111,5930
M,18,14,90038,5931
M,25,2,98227,5932
M,25,14,77075,5933
M,18,0,35115,5934
M,18,4,37130,5935
M,25,12,60622,5936
M,25,1,35401,5937
F,45,15,77040,5938
M,50,12,03062,5939
F,25,0,60640,5940
M,45,1,01867,5941
F,45,1,19806,5942
F,18,10,27606,5943
F,35,2,35229,5944
F,56,1,55406,5945
F,45,16,97215,5946
M,56,13,12124,5947
M,18,17,47901,5948
M,25,4,19713,5949
M,18,4,77005,5950
F,45,1,78231,5951
M,1,10,21030,5952
M,45,11,70802,5953
F,25,7,34952,5954
F,18,4,02142,5955
M,18,20,02038,5956
M,45,14,94301,5957
F,18,4,14850,5958
F,45,0,70460,5959
F,45,0,78757,5960
M,35,7,80221,5961
M,25,15,02140,5962
M,18,5,97202,5963
M,25,17,77449,5964
F,35,9,10021,5965
M,50,16,73069-5429,5966
M,56,7,98103,5967
M,45,13,77706,5968
M,35,11,55438,5969
M,35,7,49504,5970
F,25,20,55428,5971
M,1,10,54701,5972
F,25,1,32303,5973
M,25,14,55104,5974
F,25,1,26542,5975
M,35,1,90012,5976
M,35,1,49307,5977
M,25,1,43214,5978
M,56,1,42503,5979
M,35,7,01776,5980
M,35,1,56082,5981
M,25,3,29208,5982
M,25,1,60657,5983
F,18,4,78705-5221,5984
F,56,1,01060,5985
M,25,16,10003,5986
M,25,15,94022,5987
F,1,10,74114,5988
F,25,20,90046,5989
F,35,20,94025,5990
F,18,4,21046,5991
F,50,20,50010,5992
M,35,1,32501,5993
F,35,1,14618,5994
F,25,0,87114,5995
F,25,7,10016,5996
M,18,4,61820,5997
F,25,1,55455,5998
M,45,17,30075,5999
F,25,7,94117,6000
M,50,0,43231,6001
F,45,17,78722,6002
F,25,15,28401,6003
F,25,5,28401,6004
F,1,0,01036,6005
M,35,17,80537,6006
M,18,4,78705,6007
F,25,12,60540,6008
M,35,0,79606,6009
M,35,15,80538,6010
M,35,15,02871,6011
F,25,20,32301,6012
M,45,1,80634,6013
F,25,9,80013,6014
M,45,1,37209,6015
F,35,7,21117,6016
M,35,1,48906,6017
M,25,0,10024,6018
M,50,16,10023,6019
M,25,12,08876,6020
M,25,17,57006,6021
M,25,0,43213,6022
M,25,12,53705,6023
F,25,1,32607,6024
M,35,6,11210,6025
M,18,4,20742,6026
M,18,4,94133,6027
F,25,1,23185,6028
M,25,17,32618,6029
F,18,0,45123,6030
M,45,7,55108,6031
M,50,13,78232,6032
M,25,14,94117,6033
F,25,1,78734,6034
F,25,15,32603,6035
F,45,1,76006,6036
F,56,1,14706,6037
F,45,0,01060,6038
M,25,6,11106,6039
